ARO Accession	ARO Name	CARD Short Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	Matched_CARD_Tokens	Matched_Better_Classes	UniProt	UniParc	PDB	PDB_Links
ARO:3002601	aadA	aadA	AAO49597.1	AF550679.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q79IE6			
ARO:3004692	aadA10	aadA10	AAL36430.1	U37105.2	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q8VL12			
ARO:3002611	aadA11	aadA11	AAV32840.1	AY758206.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q8GKX3			
ARO:3002612	aadA12	aadA12	ACJ47200.1	FJ381668.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q5UNL3			
ARO:3002613	aadA13	aadA13	ABW91178.1	EU746499.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	A8VR99			
ARO:3002614	aadA14	aadA14	CAI57696.1	AJ884726.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q5DUB9			
ARO:3002615	aadA15	aadA15	ABD58917.1	DQ393783.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q27JL8			
ARO:3002616	aadA16	aadA16	ACF17980.1	EU675686.2	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	B3V3X6			
ARO:3002617	aadA17	aadA17	ACK43806.1	FJ460181.2	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	B7U9E7			
ARO:3002602	aadA2	aadA2	AAF27727.1	AF156486.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q7BQ67			
ARO:3002618	aadA21	aadA21	AAN87151.1	AY171244.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q8GCH1			
ARO:3002619	aadA22	aadA22	CAK12750.1	AM261837.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q08GN0			
ARO:3002620	aadA23	aadA23	CAH10847.1	AJ809407.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q6A150			
ARO:3002621	aadA24	aadA24	ABG72894.1	DQ677333.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q0PWM6			
ARO:3003197	aadA25	aadA25	AET15272.1	CP003022.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	A0A1S1ZJ21;A0A249A1T0;A0A547E8L3;F6M9M6;G7SSL2	UPI0002118D16		
ARO:3004682	aadA27	aadA27	CTQ57092.1	LN873256.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	A0A1C7ZQH8			
ARO:3002603	aadA3	aadA3	AAC14728.1	AF047479.2	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	O70042			
ARO:3002604	aadA4	aadA4	AAN34365.1	AY138986.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q8G8F9			
ARO:3002605	aadA5	aadA5	AAF17880.1	AF137361.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q9R3A9			
ARO:3002606	aadA6	aadA6	CAJ32504.1	AM087411.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q9RGC2			
ARO:3002622	aadA6/aadA10	aadA6/aadA10	CAJ32491.1	AM087405.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q2A799			
ARO:3002607	aadA7	aadA7	BAD00739.1	AB114632.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q766G9			
ARO:3002608	aadA8	aadA8	AAN41439.1	AY139603.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q45EY2;Q8GL59	UPI00000BF84C		
ARO:3004704	aadA8b	aadA8b	CAJ13568.1	AM040708.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q4GY15			
ARO:3002609	aadA9	aadA9	ABG49324.1	DQ390458.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q0ZKF0			
ARO:3002627	aadK	aadK	CAB14620.1	AL009126.1	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	P17585		2PBE	https://www.rcsb.org/structure/2PBE
ARO:3004683	aadS	aadS	AAA27459.1	M72415.1	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside antibiotic	Aminoglycosides	Q03636			
ARO:3007669	aadT	aadT	AMD83542.1	KT852971.1	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic	antibiotic efflux	tetracycline antibiotic	Tetracyclines	A0A125S0K6			
ARO:3006863	AAK-1	AAK-1	WP_194293132.1	NG_070893.1	AAK beta-lactamase	carbapenem	antibiotic inactivation	carbapenem	Carbapenems	A0A867XYA1			
ARO:3003942	abcA	abcA	XP_753111.1	XM_748018.1	ATP-binding cassette (ABC) antibiotic efflux pump	cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic	antibiotic efflux	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q4WR59	UPI000051F1E8		
ARO:3001815	ACC-1	ACC-1	CAB46491.1	AJ133121.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q9XB24		6K8X;6K9T;6KA5;6KBY;6M5H;6M5P;6M5Q	https://www.rcsb.org/structure/6K8X;https://www.rcsb.org/structure/6K9T;https://www.rcsb.org/structure/6KA5;https://www.rcsb.org/structure/6KBY;https://www.rcsb.org/structure/6M5H;https://www.rcsb.org/structure/6M5P;https://www.rcsb.org/structure/6M5Q
ARO:3006228	ACC-1a	ACC-1a	WP_039189232.1	NG_048589.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A2A2MC99;Q9K351			
ARO:3006229	ACC-1b	ACC-1b	WP_063857697.1	NG_048590.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q9KJD4			
ARO:3006230	ACC-1c	ACC-1c	WP_063857698.1	NG_048591.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q9KJD2			
ARO:3006231	ACC-1d	ACC-1d	WP_008815550.1	NG_048592.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A8E6HSR3;Q9KJD1			
ARO:3001816	ACC-2	ACC-2	AAF86691.1	AF180952.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q9KJD5			
ARO:3001817	ACC-3	ACC-3	AAF86697.1	AF180958.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q9K373			
ARO:3001818	ACC-4	ACC-4	ABP49606.1	EF504260.2	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A4ZYU9			
ARO:3001819	ACC-5	ACC-5	CCK86740.1	HE819401.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	L0R244			
ARO:3006232	ACC-7	ACC-7	WP_099156055.1	NG_055669.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A291NXY9			
ARO:3006233	ACC-8	ACC-8	WP_188331862.1	NG_070728.1	ACC beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	cephalosporin;monobactam	Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A7H9SPV8			
ARO:3004359	ACI-1	ACI-1	CAB51471.1	AJ007350.1	ACI beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q9XBM2			
ARO:3004573	Acinetobacter baumannii AbaF	Abau_AbaF	ABO11759.2	CP000521.1	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux	phosphonic acid antibiotic	Phosphonics	P0DPR5			
ARO:3004578	Acinetobacter baumannii AbuO	Abau_AbuO	WP_001985623.1	NC_010410.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic	antibiotic efflux	aminoglycoside antibiotic;carbapenem;cephalosporin;glycylcycline;tetracycline antibiotic	Aminoglycosides;Carbapenems;Fifth-generation-cephalosporins;Glycylcyclines;Other-cephalosporins;Tetracyclines;Third-generation-cephalosporins	A0A028J2R1;A0A0A2SUV4;A0A0J0Z1S4;A0A0J0Z737;A0A0J1A5Z0;A0A0J1ALM0;A0A0J1AZB9;A0A0J1DED3;A0A0N2HNY3;A0A5K6CW31;A0A7U3Y4A7;B0VDE7;F5HWH3;F5I759;N9HZS3;N9K3E3;N9L0M1;Q2FD57	UPI00006AB170		
ARO:3003796	Acinetobacter baumannii ampC beta-lactamase	Abau_ampC_BLA	ACJ42146.1	CP001182.1	ampC-type beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	B7I447	UPI0001859FC6		
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	Abau_OprD_IPM	AHB92962.1	CP006768.1	Outer Membrane Porin (Opr)	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic;resistance by absence	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A013IRV6;A0A013SWE0;A0A062IVZ6;A0A0E1BD67;A0A1C9CPU6;A0A7U4D2E7;K1EPF3;K6LZL4;N9IGT2;V5VHB9	UPI0002831D9F		
ARO:3000216	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	cephalosporin;glycylcycline;tetracycline antibiotic	Fifth-generation-cephalosporins;Glycylcyclines;Other-cephalosporins;Tetracyclines;Third-generation-cephalosporins	P31224		1IWG;1OY6;1OY8;1OY9;1OYD;1OYE;1T9T;1T9U;1T9V;1T9W;1T9X;1T9Y;2DHH;2DR6;2DRD;2GIF;2HQC;2HQD;2HQF;2HQG;2HRT;2I6W;2J8S;2RDD;2W1B;3AOA;3AOB;3AOC;3AOD;3D9B;3NOC;3NOG;3W9H;4C48;4CDI;4DX5;4DX6;4DX7;4K7Q;4U8V;4U8Y;4U95;4U96;4ZIT;4ZIV;4ZIW;4ZJL;4ZJO;4ZJQ;4ZLJ;4ZLL;4ZLN;5EN5;5ENO;5ENP;5ENQ;5ENR;5ENS;5ENT;5JMN;5NC5;5NG5;5O66;5V5S;5YIL;6BAJ;6CSX;6Q4N;6Q4O;6Q4P;6SGR;6SGS;6SGT;6SGU;6ZO5;6ZO6;6ZO7;6ZO8;6ZO9;6ZOA;6ZOB;6ZOC;6ZOD;6ZOE;6ZOF;6ZOG;6ZOH;7B5P;7B8R;7B8S;7B8T;7O3L;7O3M;7O3N;7OUK;7OUL;7OUM;7RR6;7RR7;7RR8;8PX7;8QZQ;8QZT;9BFH;9BFM;9BFN;9BFT;9FDP;9FDQ;9FE2;9FE3;9FE4	https://www.rcsb.org/structure/1IWG;https://www.rcsb.org/structure/1OY6;https://www.rcsb.org/structure/1OY8;https://www.rcsb.org/structure/1OY9;https://www.rcsb.org/structure/1OYD;https://www.rcsb.org/structure/1OYE;https://www.rcsb.org/structure/1T9T;https://www.rcsb.org/structure/1T9U;https://www.rcsb.org/structure/1T9V;https://www.rcsb.org/structure/1T9W;https://www.rcsb.org/structure/1T9X;https://www.rcsb.org/structure/1T9Y;https://www.rcsb.org/structure/2DHH;https://www.rcsb.org/structure/2DR6;https://www.rcsb.org/structure/2DRD;https://www.rcsb.org/structure/2GIF;https://www.rcsb.org/structure/2HQC;https://www.rcsb.org/structure/2HQD;https://www.rcsb.org/structure/2HQF;https://www.rcsb.org/structure/2HQG;https://www.rcsb.org/structure/2HRT;https://www.rcsb.org/structure/2I6W;https://www.rcsb.org/structure/2J8S;https://www.rcsb.org/structure/2RDD;https://www.rcsb.org/structure/2W1B;https://www.rcsb.org/structure/3AOA;https://www.rcsb.org/structure/3AOB;https://www.rcsb.org/structure/3AOC;https://www.rcsb.org/structure/3AOD;https://www.rcsb.org/structure/3D9B;https://www.rcsb.org/structure/3NOC;https://www.rcsb.org/structure/3NOG;https://www.rcsb.org/structure/3W9H;https://www.rcsb.org/structure/4C48;https://www.rcsb.org/structure/4CDI;https://www.rcsb.org/structure/4DX5;https://www.rcsb.org/structure/4DX6;https://www.rcsb.org/structure/4DX7;https://www.rcsb.org/structure/4K7Q;https://www.rcsb.org/structure/4U8V;https://www.rcsb.org/structure/4U8Y;https://www.rcsb.org/structure/4U95;https://www.rcsb.org/structure/4U96;https://www.rcsb.org/structure/4ZIT;https://www.rcsb.org/structure/4ZIV;https://www.rcsb.org/structure/4ZIW;https://www.rcsb.org/structure/4ZJL;https://www.rcsb.org/structure/4ZJO;https://www.rcsb.org/structure/4ZJQ;https://www.rcsb.org/structure/4ZLJ;https://www.rcsb.org/structure/4ZLL;https://www.rcsb.org/structure/4ZLN;https://www.rcsb.org/structure/5EN5;https://www.rcsb.org/structure/5ENO;https://www.rcsb.org/structure/5ENP;https://www.rcsb.org/structure/5ENQ;https://www.rcsb.org/structure/5ENR;https://www.rcsb.org/structure/5ENS;https://www.rcsb.org/structure/5ENT;https://www.rcsb.org/structure/5JMN;https://www.rcsb.org/structure/5NC5;https://www.rcsb.org/structure/5NG5;https://www.rcsb.org/structure/5O66;https://www.rcsb.org/structure/5V5S;https://www.rcsb.org/structure/5YIL;https://www.rcsb.org/structure/6BAJ;https://www.rcsb.org/structure/6CSX;https://www.rcsb.org/structure/6Q4N;https://www.rcsb.org/structure/6Q4O;https://www.rcsb.org/structure/6Q4P;https://www.rcsb.org/structure/6SGR;https://www.rcsb.org/structure/6SGS;https://www.rcsb.org/structure/6SGT;https://www.rcsb.org/structure/6SGU;https://www.rcsb.org/structure/6ZO5;https://www.rcsb.org/structure/6ZO6;https://www.rcsb.org/structure/6ZO7;https://www.rcsb.org/structure/6ZO8;https://www.rcsb.org/structure/6ZO9;https://www.rcsb.org/structure/6ZOA;https://www.rcsb.org/structure/6ZOB;https://www.rcsb.org/structure/6ZOC;https://www.rcsb.org/structure/6ZOD;https://www.rcsb.org/structure/6ZOE;https://www.rcsb.org/structure/6ZOF;https://www.rcsb.org/structure/6ZOG;https://www.rcsb.org/structure/6ZOH;https://www.rcsb.org/structure/7B5P;https://www.rcsb.org/structure/7B8R;https://www.rcsb.org/structure/7B8S;https://www.rcsb.org/structure/7B8T;https://www.rcsb.org/structure/7O3L;https://www.rcsb.org/structure/7O3M;https://www.rcsb.org/structure/7O3N;https://www.rcsb.org/structure/7OUK;https://www.rcsb.org/structure/7OUL;https://www.rcsb.org/structure/7OUM;https://www.rcsb.org/structure/7RR6;https://www.rcsb.org/structure/7RR7;https://www.rcsb.org/structure/7RR8;https://www.rcsb.org/structure/8PX7;https://www.rcsb.org/structure/8QZQ;https://www.rcsb.org/structure/8QZT;https://www.rcsb.org/structure/9BFH;https://www.rcsb.org/structure/9BFM;https://www.rcsb.org/structure/9BFN;https://www.rcsb.org/structure/9BFT;https://www.rcsb.org/structure/9FDP;https://www.rcsb.org/structure/9FDQ;https://www.rcsb.org/structure/9FE2;https://www.rcsb.org/structure/9FE3;https://www.rcsb.org/structure/9FE4
ARO:3000491	acrD	acrD	BAA16344.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	aminoglycoside antibiotic	Aminoglycosides	P24177		8F3E;8F4N;8F4R;8F56	https://www.rcsb.org/structure/8F3E;https://www.rcsb.org/structure/8F4N;https://www.rcsb.org/structure/8F4R;https://www.rcsb.org/structure/8F56
ARO:3000499	AcrE	AcrE	AAC76297.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam	antibiotic efflux	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	P24180			
ARO:3000502	AcrF	AcrF	AAC76298.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam	antibiotic efflux	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	P24181			
ARO:3000656	AcrS	AcrS	AAC76296.1	U00096.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	cephalosporin;glycylcycline;tetracycline antibiotic	Fifth-generation-cephalosporins;Glycylcyclines;Other-cephalosporins;Tetracyclines;Third-generation-cephalosporins	P0ACT2			
ARO:3001821	ACT-1	ACT-1	AAC45086.2	U58495.2	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q48428		2ZC7	https://www.rcsb.org/structure/2ZC7
ARO:3001832	ACT-10	ACT-10	AEV91214.1	JN848330.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	G9JKE9			
ARO:3007883	ACT-100	ACT-100	UHK14157.1	OL794654.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007884	ACT-101	ACT-101	UHK14158.1	OL794655.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007885	ACT-102	ACT-102	UHK14159.1	OL794656.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007886	ACT-103	ACT-103	UHK14163.1	OL794660.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007887	ACT-104	ACT-104	UHK14164.1	OL794661.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007888	ACT-105	ACT-105	UMO60338.1	OM575023.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007889	ACT-106	ACT-106	ULU82602.1	OM617739.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007890	ACT-107	ACT-107	UNN26045.1	OM967044.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3007891	ACT-108	ACT-108	UQM99653.1	OL445411.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI000F8192B5		
ARO:3007892	ACT-109	ACT-109	UTT87806.1	OP022995.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A144LUA4;A0A7C8C4E1	UPI000796A750		
ARO:3007893	ACT-110	ACT-110	BDT38917.1	LC733682.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002020E5C1		
ARO:3007894	ACT-111	ACT-111	RTM78732.1	RXSJ01000003.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A1E5MRX0;A0A3S0I179	UPI00084FB5BD		
ARO:3007895	ACT-112	ACT-112	WEG44939.1	OQ592375.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A4R8KI85	UPI001066C785		
ARO:3007896	ACT-113	ACT-113	WEG44940.1	OQ592376.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00242DDDD3		
ARO:3007897	ACT-115	ACT-115	AXQ35263.1	CP031726.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A0W2ZE37;A0A0X6VJ98;A0A507Z4H4;A0A6G6M1E9	UPI00031EF4CF		
ARO:3007898	ACT-116	ACT-116	WEY36194.1	OQ642076.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A1M5N248	UPI000863BC9A		
ARO:3007899	ACT-117	ACT-117	WEY36195.1	OQ642077.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00242CD284		
ARO:3007900	ACT-118	ACT-118	WEY36196.1	OQ642078.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0024306BE1		
ARO:3007901	ACT-119	ACT-119	WEY36198.1	OQ642080.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	carbapenem;cephalosporin	Carbapenems;Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00242FF33F		
